iter	Passed	Remaining
691	1248	555
692	1250	553
693	1251	551
694	1253	550
695	1255	548
696	1257	546
697	1259	544
698	1260	542
699	1262	540
700	1264	539
701	1265	537
702	1267	535
703	1269	533
704	1270	531
705	1272	529
706	1274	528
707	1275	526
708	1277	524
709	1278	522
710	1280	520
711	1282	518
712	1284	516
713	1286	515
714	1288	513
715	1290	511
716	1291	509
717	1292	507
718	1294	505
719	1296	504
720	1298	502
721	1299	500
722	1301	498
723	1303	496
724	1305	495
725	1306	493
726	1308	491
727	1310	489
728	1311	487
729	1313	485
730	1315	484
731	1317	482
732	1319	480
733	1320	478
734	1322	476
735	1324	475
736	1326	473
737	1328	471
738	1329	469
739	1331	467
740	1333	466
741	1335	464
742	1337	462
743	1339	460
744	1340	458
745	1342	457
746	1344	455
747	1346	453
748	1347	451
749	1349	449
750	1350	447
751	1352	445
752	1353	443
753	1354	442
754	1356	440
755	1357	438
756	1359	436
757	1360	434
758	1362	432
759	1364	430
760	1365	428
761	1367	427
762	1369	425
763	1371	423
764	1373	421
765	1374	420
766	1376	418
767	1378	416
768	1380	414
769	1381	412
770	1383	410
771	1384	409
772	1386	407
773	1388	405
774	1389	403
775	1391	401
776	1392	399
777	1393	397
778	1395	395
779	1396	393
780	1398	392
781	1399	390
782	1401	388
783	1402	386
784	1403	384
785	1405	382
786	1406	380
787	1408	378
788	1409	377
789	1411	375
790	1412	373
791	1414	371
792	1416	369
793	1417	367
794	1419	366
795	1421	364
796	1423	362
797	1425	360
798	1426	358
799	1427	356
800	1429	355
801	1430	353
802	1432	351
803	1433	349
804	1435	347
805	1436	345
806	1438	344
807	1440	342
808	1442	340
809	1443	338
810	1444	336
811	1446	334
812	1448	333
813	1449	331
814	1451	329
815	1453	327
816	1454	325
817	1456	324
818	1458	322
819	1460	320
820	1462	318
821	1463	316
822	1465	315
823	1467	313
824	1469	311
825	1470	309
826	1472	308
827	1474	306
828	1476	304
829	1477	302
830	1479	300
831	1481	299
832	1483	297
833	1485	295
834	1486	293
835	1488	291
836	1489	290
837	1491	288
838	1492	286
839	1494	284
840	1495	282
841	1497	281
842	1499	279
843	1500	277
844	1502	275
845	1503	273
846	1505	271
847	1506	270
848	1508	268
849	1509	266
850	1511	264
851	1513	262
852	1515	261
853	1516	259
854	1518	257
855	1519	255
856	1521	253
857	1522	252
858	1524	250
859	1525	248
860	1527	246
861	1528	244
862	1530	242
863	1532	241
864	1533	239
865	1535	237
866	1536	235
867	1538	233
868	1539	232
869	1540	230
870	1542	228
871	1543	226
872	1545	224
873	1546	223
874	1548	221
875	1549	219
876	1551	217
877	1552	215
878	1553	213
879	1554	212
880	1556	210
881	1558	208
882	1560	206
883	1562	204
884	1563	203
885	1565	201
886	1567	199
887	1568	197
888	1570	196
889	1572	194
890	1574	192
891	1575	190
892	1577	189
893	1579	187
894	1581	185
895	1582	183
896	1584	181
897	1585	180
898	1587	178
899	1588	176
900	1590	174
901	1592	173
902	1594	171
903	1596	169
904	1597	167
905	1599	165
906	1601	164
907	1603	162
908	1605	160
909	1606	158
910	1608	157
911	1610	155
912	1612	153
913	1614	151
914	1615	150
915	1617	148
916	1619	146
917	1621	144
918	1623	143
919	1624	141
920	1626	139
921	1628	137
922	1630	135
923	1632	134
924	1633	132
925	1634	130
926	1635	128
927	1637	127
928	1638	125
929	1640	123
930	1641	121
931	1643	119
932	1645	118
933	1647	116
934	1649	114
935	1650	112
936	1652	111
937	1654	109
938	1656	107
939	1657	105
940	1658	104
941	1660	102
942	1662	100
943	1663	98
944	1664	96
945	1666	95
946	1667	93
947	1669	91
948	1670	89
949	1672	88
950	1673	86
951	1674	84
952	1676	82
953	1678	80
954	1680	79
955	1681	77
956	1683	75
957	1685	73
958	1686	72
959	1688	70
960	1689	68
961	1690	66
962	1692	65
963	1694	63
964	1695	61
965	1697	59
966	1698	57
967	1700	56
968	1701	54
969	1703	52
970	1704	50
971	1706	49
972	1707	47
973	1709	45
974	1711	43
975	1712	42
976	1714	40
977	1716	38
978	1718	36
979	1720	35
980	1721	33
981	1723	31
982	1725	29
983	1727	28
984	1728	26
985	1730	24
986	1732	22
987	1734	21
988	1736	19
989	1738	17
990	1740	15
991	1742	14
992	1744	12
993	1745	10
994	1747	8
995	1748	7
996	1749	5
997	1751	3
998	1752	1
999	1754	0
